0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,110,110,110,110,110,110,110,110,69,0,0,0,0,0,0,0,0,0,0,0,68,69,0,0,0,0,0,0,68,110,110,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,111,111,111,111,111,111,111,111,89,0,0,0,0,0,0,0,0,0,0,0,90,91,0,0,0,0,0,0,90,70,70,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,110,110,110,110,110,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,91,0,0,0,0,0,0,90,70,70,91,0,0,0,0,0,0,0,0,68,110,110,69,0,0,0,0,0,68,69,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,71,70,70,70,70,91,0,0,0,0,0,0,0,0,68,110,110,110,69,0,0,0,0,0,0,0,0,0,90,91,0,0,0,0,68,110,104,104,70,70,69,0,0,0,0,0,0,0,90,104,104,70,69,0,0,0,0,90,91,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,104,70,71,70,71,70,110,110,110,110,69,0,0,0,90,70,104,104,91,0,0,0,0,0,0,0,0,0,88,89,0,68,110,110,104,70,104,71,104,71,91,0,0,0,0,0,0,0,90,71,104,70,71,110,110,110,110,71,91,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,68,110,110,69,0,0,0,0,0,0,0,0,0,0,0,0,90,104,70,71,104,70,104,104,71,71,71,91,0,0,0,90,71,104,71,91,0,0,0,0,0,0,0,0,0,0,0,0,90,71,70,70,104,71,104,111,111,89,0,0,0,0,0,0,0,88,70,70,70,71,70,104,71,71,70,71,110,110,110,69,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,88,104,104,91,0,0,0,0,0,0,0,0,0,0,0,0,90,71,111,111,111,71,71,71,104,71,71,91,0,0,0,90,71,104,104,91,0,0,0,68,110,110,110,110,110,69,0,0,90,71,71,104,71,104,91,0,0,0,0,0,0,0,0,0,0,0,88,104,70,70,104,104,104,104,71,111,111,104,70,91,0,0,0,0,0,0,0,0,0
